date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
21:17:39	34372/34372	---M--	200	added ('OK')	application/octet-stream	etag:%225b51e122-8644%22	https://ras-it.rs/wp-content/plugins/essential-grid/public/assets/font/egfont.woff?85610117	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/plugins/essential-grid/public/assets/font/egfontdde9.woff	(from https://ras-it.rs/wp-content/plugins/essential-grid/public/assets/css/settings.css?ver=2.1.6.2.2)
21:17:39	58188/58188	---M--	200	added ('OK')	application/octet-stream	etag:%225b51e122-e34c%22	https://ras-it.rs/wp-content/plugins/essential-grid/public/assets/font/egfont.ttf?85610117	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/plugins/essential-grid/public/assets/font/egfontdde9.ttf	(from https://ras-it.rs/wp-content/plugins/essential-grid/public/assets/css/settings.css?ver=2.1.6.2.2)
21:17:39	82018/82018	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225b51e122-14062%22	https://ras-it.rs/wp-content/plugins/essential-grid/public/assets/font/egfont.svg?85610117	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/plugins/essential-grid/public/assets/font/egfontdde9.svg	(from https://ras-it.rs/wp-content/plugins/essential-grid/public/assets/css/settings.css?ver=2.1.6.2.2)
21:17:40	12136/12136	---M--	200	added ('OK')	application/octet-stream	etag:%225b51e122-2f68%22	https://ras-it.rs/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.eot?5510888	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.eot	(from https://ras-it.rs/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.7.4)
21:17:40	7536/7536	---M--	200	added ('OK')	application/octet-stream	etag:%225b51e122-1d70%22	https://ras-it.rs/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.woff?5510888	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.woff	(from https://ras-it.rs/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.7.4)
21:17:41	11968/11968	---M--	200	added ('OK')	application/octet-stream	etag:%225b51e122-2ec0%22	https://ras-it.rs/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.ttf?5510888	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.ttf	(from https://ras-it.rs/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.7.4)
21:17:41	13691/13691	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225b51e122-357b%22	https://ras-it.rs/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons.svg?5510888	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/plugins/revslider/public/assets/fonts/revicons/revicons90c6.svg	(from https://ras-it.rs/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.7.4)
21:17:41	326/326	---M--	200	added ('OK')	application/octet-stream	etag:%225b51e122-146%22	https://ras-it.rs/wp-content/plugins/revslider/public/assets/css/openhand.cur	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/plugins/revslider/public/assets/css/openhand.cur	(from https://ras-it.rs/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.7.4)
21:17:42	326/326	---M--	200	added ('OK')	application/octet-stream	etag:%225b51e122-146%22	https://ras-it.rs/wp-content/plugins/revslider/public/assets/css/closedhand.cur	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/plugins/revslider/public/assets/css/closedhand.cur	(from https://ras-it.rs/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.7.4)
21:17:42	933/933	---M--	200	added ('OK')	image/png	etag:%225b51e122-3a5%22	https://ras-it.rs/wp-content/plugins/revslider/public/assets/assets/gridtile.png	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/plugins/revslider/public/assets/assets/gridtile.png	(from https://ras-it.rs/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.7.4)
21:17:42	951/951	---M--	200	added ('OK')	image/png	etag:%225b51e122-3b7%22	https://ras-it.rs/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/plugins/revslider/public/assets/assets/gridtile_white.png	(from https://ras-it.rs/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.7.4)
21:17:44	938/938	---M--	200	added ('OK')	image/png	etag:%225b51e122-3aa%22	https://ras-it.rs/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3.png	(from https://ras-it.rs/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.7.4)
21:17:44	935/935	---M--	200	added ('OK')	image/png	etag:%225b51e122-3a7%22	https://ras-it.rs/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/plugins/revslider/public/assets/assets/gridtile_3x3_white.png	(from https://ras-it.rs/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.7.4)
21:17:44	184/184	---M--	200	added ('OK')	image/png	etag:%225b51e122-b8%22	https://ras-it.rs/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/plugins/revslider/public/assets/assets/coloredbg.png	(from https://ras-it.rs/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.7.4)
21:17:45	2545/2545	---M--	200	added ('OK')	image/gif	etag:%225b51e122-9f1%22	https://ras-it.rs/wp-content/plugins/revslider/public/assets/assets/loader.gif	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/plugins/revslider/public/assets/assets/loader.gif	(from https://ras-it.rs/wp-content/plugins/revslider/public/assets/css/settings.css?ver=5.4.7.4)
21:17:45	155/155	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Jan%202020%2010:49:19%20GMT	https://ras-it.rs/wp-content/themes/mf/assets/css/images/icons/icon1.png	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/themes/mf/assets/css/images/icons/icon1.png	(from https://ras-it.rs/wp-content/themes/mf/assets/css/style.css?ver=1.0)
21:17:45	363/363	---M--	200	added ('OK')	image/png	etag:%225b51e122-16b%22	https://ras-it.rs/wp-content/themes/mf/assets/images/pattren01.png	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/themes/mf/assets/images/pattren01.png	(from https://ras-it.rs/wp-content/themes/mf/assets/css/style.css?ver=1.0)
21:17:45	155/155	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Jan%202020%2010:49:20%20GMT	https://ras-it.rs/wp-content/themes/mf/assets/images/icons/map.png	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/themes/mf/assets/images/icons/map.png	(from https://ras-it.rs/wp-content/themes/mf/assets/css/style.css?ver=1.0)
21:17:47	155/155	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Jan%202020%2010:49:21%20GMT	https://ras-it.rs/wp-content/themes/mf/assets/images/icons/pattern01.jpg	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/themes/mf/assets/images/icons/pattern01.jpg	(from https://ras-it.rs/wp-content/themes/mf/assets/css/style.css?ver=1.0)
21:17:47	155/155	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Jan%202020%2010:49:22%20GMT	https://ras-it.rs/wp-content/themes/mf/assets/images/icons/icon2.png	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/themes/mf/assets/images/icons/icon2.png	(from https://ras-it.rs/wp-content/themes/mf/assets/css/style.css?ver=1.0)
21:17:48	155/155	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Jan%202020%2010:49:22%20GMT	https://ras-it.rs/wp-content/themes/mf/assets/fonts/fontello.eot?61744732	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/themes/mf/assets/fonts/fontello1e95.eot	(from https://ras-it.rs/wp-content/themes/mf/assets/css/helper-elements.css?ver=1.0.0)
21:17:48	155/155	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Jan%202020%2010:49:23%20GMT	https://ras-it.rs/wp-content/themes/mf/assets/fonts/fontello.woff2?61744732	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/themes/mf/assets/fonts/fontello1e95.woff2	(from https://ras-it.rs/wp-content/themes/mf/assets/css/helper-elements.css?ver=1.0.0)
21:17:49	155/155	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Jan%202020%2010:49:23%20GMT	https://ras-it.rs/wp-content/themes/mf/assets/fonts/fontello.woff?61744732	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/themes/mf/assets/fonts/fontello1e95.woff	(from https://ras-it.rs/wp-content/themes/mf/assets/css/helper-elements.css?ver=1.0.0)
21:17:49	155/155	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Jan%202020%2010:49:23%20GMT	https://ras-it.rs/wp-content/themes/mf/assets/fonts/fontello.ttf?61744732	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/themes/mf/assets/fonts/fontello1e95.ttf	(from https://ras-it.rs/wp-content/themes/mf/assets/css/helper-elements.css?ver=1.0.0)
21:17:49	155/155	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Jan%202020%2010:49:24%20GMT	https://ras-it.rs/wp-content/themes/mf/assets/fonts/fontello.svg?61744732	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/themes/mf/assets/fonts/fontello1e95.svg	(from https://ras-it.rs/wp-content/themes/mf/assets/css/helper-elements.css?ver=1.0.0)
21:17:49	155/155	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Jan%202020%2010:49:24%20GMT	https://ras-it.rs/wp-content/themes/mf/assets/images/icons/pattern02.jpg	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/themes/mf/assets/images/icons/pattern02.jpg	(from https://ras-it.rs/wp-content/themes/mf/assets/css/helper-elements.css?ver=1.0.0)
21:17:50	155/155	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Jan%202020%2010:49:24%20GMT	https://ras-it.rs/wp-content/themes/mf/assets/images/icons/pattern03.jpg	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/themes/mf/assets/images/icons/pattern03.jpg	(from https://ras-it.rs/wp-content/themes/mf/assets/css/helper-elements.css?ver=1.0.0)
21:17:50	155/155	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Jan%202020%2010:49:24%20GMT	https://ras-it.rs/wp-content/themes/mf/assets/images/icons/iconCaution.png	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/themes/mf/assets/images/icons/iconCaution.png	(from https://ras-it.rs/wp-content/themes/mf/assets/css/helper-elements.css?ver=1.0.0)
21:17:50	155/155	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Jan%202020%2010:49:25%20GMT	https://ras-it.rs/wp-content/themes/mf/assets/images/icons/loading.gif	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/themes/mf/assets/images/icons/loading.gif	(from https://ras-it.rs/wp-content/themes/mf/assets/css/helper-elements.css?ver=1.0.0)
21:17:51	952/952	---M--	200	added ('OK')	image/png	etag:%225b51e122-3b8%22	https://ras-it.rs/wp-content/themes/mf/assets/img/menu.png	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/themes/mf/assets/img/menu.png	(from https://ras-it.rs/wp-content/themes/mf/assets/css/menu.css?ver=1.0.0)
21:17:51	50071/50071	---M--	200	added ('OK')	image/png	etag:%225b51e122-c397%22	https://ras-it.rs/wp-content/themes/mf/assets/img/close.png	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/themes/mf/assets/img/close.png	(from https://ras-it.rs/wp-content/themes/mf/assets/css/menu.css?ver=1.0.0)
21:17:51	49415/49415	---M--	200	added ('OK')	image/png	etag:%225b51e122-c107%22	https://ras-it.rs/wp-content/themes/mf/assets/img/close_white.png	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/themes/mf/assets/img/close_white.png	(from https://ras-it.rs/wp-content/themes/mf/assets/css/menu.css?ver=1.0.0)
21:17:51	155/155	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Jan%202020%2010:49:26%20GMT	https://ras-it.rs/wp-content/themes/mf/assets/img/cart.png	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/themes/mf/assets/img/cart.png	(from https://ras-it.rs/wp-content/themes/mf/assets/css/menu.css?ver=1.0.0)
21:17:52	1238/1238	---M--	200	added ('OK')	image/png	etag:%225b51e122-4d6%22	https://ras-it.rs/wp-content/themes/mf/assets/img/search.png	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/themes/mf/assets/img/search.png	(from https://ras-it.rs/wp-content/themes/mf/assets/css/menu.css?ver=1.0.0)
21:17:52	155/155	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Jan%202020%2010:49:26%20GMT	https://ras-it.rs/wp-content/themes/mf/assets/img/close%402.png	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/themes/mf/assets/img/close@2.png	(from https://ras-it.rs/wp-content/themes/mf/assets/css/menu.css?ver=1.0.0)
21:17:52	155/155	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Jan%202020%2010:49:27%20GMT	https://ras-it.rs/wp-content/themes/mf/assets/img/close_white%402.png	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/themes/mf/assets/img/close_white@2.png	(from https://ras-it.rs/wp-content/themes/mf/assets/css/menu.css?ver=1.0.0)
21:17:53	155/155	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Jan%202020%2010:49:27%20GMT	https://ras-it.rs/wp-content/themes/mf/assets/img/gotop_icon%402.png	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/themes/mf/assets/img/gotop_icon@2.png	(from https://ras-it.rs/wp-content/themes/mf/assets/css/menu.css?ver=1.0.0)
21:17:53	155/155	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Jan%202020%2010:49:27%20GMT	https://ras-it.rs/wp-content/themes/mf/assets/img/plus%402.png	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/themes/mf/assets/img/plus@2.png	(from https://ras-it.rs/wp-content/themes/mf/assets/css/menu.css?ver=1.0.0)
21:17:54	155/155	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Jan%202020%2010:49:28%20GMT	https://ras-it.rs/wp-content/themes/mf/assets/img/arrow_left%402.png	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/themes/mf/assets/img/arrow_left@2.png	(from https://ras-it.rs/wp-content/themes/mf/assets/css/menu.css?ver=1.0.0)
21:17:54	155/155	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Jan%202020%2010:49:29%20GMT	https://ras-it.rs/wp-content/themes/mf/assets/img/arrow_right%402.png	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/themes/mf/assets/img/arrow_right@2.png	(from https://ras-it.rs/wp-content/themes/mf/assets/css/menu.css?ver=1.0.0)
21:17:54	155/155	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Jan%202020%2010:49:29%20GMT	https://ras-it.rs/wp-content/themes/mf/assets/img/arrow_left_white%402.png	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/themes/mf/assets/img/arrow_left_white@2.png	(from https://ras-it.rs/wp-content/themes/mf/assets/css/menu.css?ver=1.0.0)
21:17:55	155/155	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Jan%202020%2010:49:30%20GMT	https://ras-it.rs/wp-content/themes/mf/assets/img/arrow_right_white%402.png	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/themes/mf/assets/img/arrow_right_white@2.png	(from https://ras-it.rs/wp-content/themes/mf/assets/css/menu.css?ver=1.0.0)
21:17:55	155/155	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Jan%202020%2010:49:30%20GMT	https://ras-it.rs/wp-content/themes/mf/assets/img/search%402.png	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/themes/mf/assets/img/search@2.png	(from https://ras-it.rs/wp-content/themes/mf/assets/css/menu.css?ver=1.0.0)
21:17:56	155/155	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Jan%202020%2010:49:30%20GMT	https://ras-it.rs/wp-content/themes/mf/assets/img/menu%402.png	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/themes/mf/assets/img/menu@2.png	(from https://ras-it.rs/wp-content/themes/mf/assets/css/menu.css?ver=1.0.0)
21:17:56	155/155	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Jan%202020%2010:49:30%20GMT	https://ras-it.rs/wp-content/themes/mf/assets/img/search_white%402.png	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/themes/mf/assets/img/search_white@2.png	(from https://ras-it.rs/wp-content/themes/mf/assets/css/menu.css?ver=1.0.0)
21:17:56	206180/206180	---M--	200	added ('OK')	application/octet-stream	etag:%225b51e124-32564%22	https://ras-it.rs/wp-content/themes/mf/assets/css/fonts/icomoon.eot	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/themes/mf/assets/css/fonts/icomoon.eot	(from https://ras-it.rs/wp-content/themes/mf/assets/css/menu.css?ver=1.0.0)
21:17:57	206180/206180	---M--	200	added ('OK')	application/octet-stream	etag:%225b51e124-32564%22	https://ras-it.rs/wp-content/themes/mf/assets/css/fonts/icomoond41d.eot	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/themes/mf/assets/css/fonts/icomoond41d.eot	(from https://ras-it.rs/wp-content/themes/mf/assets/css/menu.css?ver=1.0.0)
21:17:57	136248/136248	---M--	200	added ('OK')	application/octet-stream	etag:%225b51e124-21438%22	https://ras-it.rs/wp-content/themes/mf/assets/css/fonts/icomoon.woff	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/themes/mf/assets/css/fonts/icomoon.woff	(from https://ras-it.rs/wp-content/themes/mf/assets/css/menu.css?ver=1.0.0)
21:17:57	206016/206016	---M--	200	added ('OK')	application/octet-stream	etag:%225b51e124-324c0%22	https://ras-it.rs/wp-content/themes/mf/assets/css/fonts/icomoon.ttf	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/themes/mf/assets/css/fonts/icomoon.ttf	(from https://ras-it.rs/wp-content/themes/mf/assets/css/menu.css?ver=1.0.0)
21:17:58	524887/524887	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225b51e124-80257%22	https://ras-it.rs/wp-content/themes/mf/assets/css/fonts/icomoon.svg	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/themes/mf/assets/css/fonts/icomoon.svg	(from https://ras-it.rs/wp-content/themes/mf/assets/css/menu.css?ver=1.0.0)
21:17:59	165742/165742	---M--	200	added ('OK')	application/octet-stream	etag:%225b51e124-2876e%22	https://ras-it.rs/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont.eot?v=4.7.0	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont3e6e.eot	(from https://ras-it.rs/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=5.4.7)
21:17:59	165742/165742	---M--	200	added ('OK')	application/octet-stream	etag:%225b51e124-2876e%22	https://ras-it.rs/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont.eot	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont.eot	(from https://ras-it.rs/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=5.4.7)
21:18:00	77160/77160	---M--	200	added ('OK')	application/octet-stream	etag:%225b51e124-12d68%22	https://ras-it.rs/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont.woff2?v=4.7.0	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont3e6e.woff2	(from https://ras-it.rs/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=5.4.7)
21:18:00	98024/98024	---M--	200	added ('OK')	application/octet-stream	etag:%225b51e124-17ee8%22	https://ras-it.rs/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont.woff?v=4.7.0	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont3e6e.woff	(from https://ras-it.rs/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=5.4.7)
21:18:01	165548/165548	---M--	200	added ('OK')	application/octet-stream	etag:%225b51e124-286ac%22	https://ras-it.rs/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont.ttf?v=4.7.0	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont3e6e.ttf	(from https://ras-it.rs/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=5.4.7)
21:18:01	155/155	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Jan%202020%2010:49:35%20GMT	https://ras-it.rs/wp-content/themes/mf/assets/fonts/bootstrap/glyphicons-halflings-regular.eot	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/themes/mf/assets/fonts/bootstrap/glyphicons-halflings-regular.eot	(from https://ras-it.rs/wp-content/themes/mf/assets/css/bootstrap.css?ver=1.0.0)
21:18:01	155/155	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Jan%202020%2010:49:36%20GMT	https://ras-it.rs/wp-content/themes/mf/assets/fonts/bootstrap/glyphicons-halflings-regular.woff2	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/themes/mf/assets/fonts/bootstrap/glyphicons-halflings-regular.woff2	(from https://ras-it.rs/wp-content/themes/mf/assets/css/bootstrap.css?ver=1.0.0)
21:18:01	155/155	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Jan%202020%2010:49:36%20GMT	https://ras-it.rs/wp-content/themes/mf/assets/fonts/bootstrap/glyphicons-halflings-regular.woff	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/themes/mf/assets/fonts/bootstrap/glyphicons-halflings-regular.woff	(from https://ras-it.rs/wp-content/themes/mf/assets/css/bootstrap.css?ver=1.0.0)
21:18:01	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225b51e124-6c7db%22	https://ras-it.rs/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont.svg?v=4.7.0	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/fonts/fontawesome-webfont3e6e.svg	(from https://ras-it.rs/wp-content/plugins/js_composer/assets/lib/bower/font-awesome/css/font-awesome.min.css?ver=5.4.7)
21:18:02	155/155	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Jan%202020%2010:49:36%20GMT	https://ras-it.rs/wp-content/themes/mf/assets/fonts/bootstrap/glyphicons-halflings-regular.ttf	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/themes/mf/assets/fonts/bootstrap/glyphicons-halflings-regular.ttf	(from https://ras-it.rs/wp-content/themes/mf/assets/css/bootstrap.css?ver=1.0.0)
21:18:02	155/155	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2009%20Jan%202020%2010:49:37%20GMT	https://ras-it.rs/wp-content/themes/mf/assets/fonts/bootstrap/glyphicons-halflings-regular.svg	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/themes/mf/assets/fonts/bootstrap/glyphicons-halflings-regular.svg	(from https://ras-it.rs/wp-content/themes/mf/assets/css/bootstrap.css?ver=1.0.0)
21:18:03	302/302	---M--	200	added ('OK')	image/png	etag:%225b51e124-12e%22	https://ras-it.rs/wp-content/plugins/js_composer/assets/vc/alert.png	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/plugins/js_composer/assets/vc/alert.png	(from https://ras-it.rs/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.4.7)
21:18:03	323/323	---M--	200	added ('OK')	image/png	etag:%225b51e124-143%22	https://ras-it.rs/wp-content/plugins/js_composer/assets/vc/info.png	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/plugins/js_composer/assets/vc/info.png	(from https://ras-it.rs/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.4.7)
21:18:03	244/244	---M--	200	added ('OK')	image/png	etag:%225b51e124-f4%22	https://ras-it.rs/wp-content/plugins/js_composer/assets/vc/tick.png	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/plugins/js_composer/assets/vc/tick.png	(from https://ras-it.rs/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.4.7)
21:18:04	495/495	---M--	200	added ('OK')	image/png	etag:%225b51e124-1ef%22	https://ras-it.rs/wp-content/plugins/js_composer/assets/vc/exclamation.png	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/plugins/js_composer/assets/vc/exclamation.png	(from https://ras-it.rs/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.4.7)
21:18:05	712/712	---M--	200	added ('OK')	image/png	etag:%225b51e124-2c8%22	https://ras-it.rs/wp-content/plugins/js_composer/assets/images/icons/address-book.png	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/plugins/js_composer/assets/images/icons/address-book.png	(from https://ras-it.rs/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.4.7)
21:18:05	841/841	---M--	200	added ('OK')	image/png	etag:%225b51e124-349%22	https://ras-it.rs/wp-content/plugins/js_composer/assets/images/icons/alarm-clock.png	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/plugins/js_composer/assets/images/icons/alarm-clock.png	(from https://ras-it.rs/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.4.7)
21:18:05	694/694	---M--	200	added ('OK')	image/png	etag:%225b51e124-2b6%22	https://ras-it.rs/wp-content/plugins/js_composer/assets/images/icons/anchor.png	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/plugins/js_composer/assets/images/icons/anchor.png	(from https://ras-it.rs/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.4.7)
21:18:06	544/544	---M--	200	added ('OK')	image/png	etag:%225b51e124-220%22	https://ras-it.rs/wp-content/plugins/js_composer/assets/images/icons/application-image.png	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/plugins/js_composer/assets/images/icons/application-image.png	(from https://ras-it.rs/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.4.7)
21:18:07	590/590	---M--	200	added ('OK')	image/png	etag:%225b51e124-24e%22	https://ras-it.rs/wp-content/plugins/js_composer/assets/images/icons/arrow.png	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/plugins/js_composer/assets/images/icons/arrow.png	(from https://ras-it.rs/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.4.7)
21:18:07	682/682	---M--	200	added ('OK')	image/png	etag:%225b51e124-2aa%22	https://ras-it.rs/wp-content/plugins/js_composer/assets/images/icons/asterisk.png	S:/Web%20copies/Website%200108/ras-it.rs/wp-content/plugins/js_composer/assets/images/icons/asterisk.png	(from https://ras-it.rs/wp-content/plugins/js_composer/assets/css/js_composer.min.css?ver=5.4.7)
